datetime	lightClimate	lakeID
2013-08-18	447.538085025783	EL
2013-08-19	407.939065871971	EL
2013-08-20	402.40103993997	EL
2013-08-21	302.012270792031	EL
2013-08-22	504.176264541699	EL
2013-08-23	487.346193614424	EL
2013-08-24	384.756802443516	EL
2013-08-25	451.015166557692	EL
2013-08-26	346.874549592423	EL
2013-08-27	246.475403194098	EL
2013-08-28	436.843112949872	EL
2013-08-29	222.94950628567	EL
2013-08-30	297.883634799719	EL
2013-08-31	430.865717179723	EL
2013-09-01	79.1835964284383	EL
2013-09-02	59.314595498004	EL
2013-09-03	449.909653426271	EL
2013-09-04	412.705297020816	EL
2013-09-05	464.874181863815	EL
2013-09-06	253.408904695278	EL
2013-09-07	288.226521753294	EL
2013-09-08	336.624490085902	EL
2013-09-09	66.2220694922077	EL
2013-09-10	224.216124313545	EL
2013-09-11	363.307203245136	EL
2013-09-12	98.7728467859693	EL
2013-09-13	380.18958859195	EL
2013-09-14	0.363367070276517	EL
2014-05-09	34.5548250752852	EL
2014-05-10	583.908364093094	EL
2014-05-11	337.744086514162	EL
2014-05-12	87.2153616003498	EL
2014-05-13	41.1052751414442	EL
2014-05-14	52.3962759740403	EL
2014-05-15	38.1209909508119	EL
2014-05-16	37.4349156849062	EL
2014-05-17	59.5285722114796	EL
2014-05-18	101.224268365513	EL
2014-05-19	119.503737675446	EL
2014-05-20	208.770379201882	EL
2014-05-21	115.91989184526	EL
2014-05-22	331.759852172191	EL
2014-05-23	534.879610373259	EL
2014-05-24	488.69393548293	EL
2014-05-25	552.235829521149	EL
2014-05-26	379.626843756933	EL
2014-05-27	424.122619845956	EL
2014-05-28	609.060323727208	EL
2014-05-29	606.913361521659	EL
2014-05-30	601.450243794587	EL
2014-05-31	546.021947006307	EL
2014-06-01	301.026116620266	EL
2014-06-02	220.69210638869	EL
2014-06-03	178.363033062894	EL
2014-06-04	607.139855861619	EL
2014-06-05	506.494800326044	EL
2014-06-06	476.812969843847	EL
2014-06-07	127.911344767665	EL
2014-06-08	608.812832056166	EL
2014-06-09	245.04022935375	EL
2014-06-10	561.977939604364	EL
2014-06-11	536.185747739085	EL
2014-06-12	65.9500200990593	EL
2014-06-13	523.323297315875	EL
2014-06-14	149.247733758804	EL
2014-06-15	109.004040943543	EL
2014-06-16	324.782014453466	EL
2014-06-17	609.96173870922	EL
2014-06-18	289.311382517945	EL
2014-06-19	385.82023561826	EL
2014-06-20	60.5396088419671	EL
2014-06-21	217.519776063476	EL
2014-06-22	418.486516588953	EL
2014-06-23	432.331454834617	EL
2014-06-24	386.476943282136	EL
2014-06-25	181.193526823053	EL
2014-06-26	383.749715487995	EL
2014-06-27	341.396154278363	EL
2014-06-28	503.043597747612	EL
2014-06-29	274.602519237714	EL
2014-06-30	303.891442622546	EL
2014-07-01	96.3854692490161	EL
2014-07-02	455.526307727122	EL
2014-07-03	444.996232863726	EL
2014-07-04	522.673921312512	EL
2014-07-05	483.562920973902	EL
2014-07-06	189.248817711453	EL
2014-07-07	335.563457015566	EL
2014-07-08	55.1221263717243	EL
2014-07-09	249.440022653663	EL
2014-07-10	214.087111296202	EL
2014-07-11	116.310237260609	EL
2014-07-12	323.005363967016	EL
2014-07-13	279.121467185272	EL
2014-07-14	90.8957426480437	EL
2014-07-15	121.546514744016	EL
2014-07-16	163.939843156493	EL
2014-07-17	466.881757313737	EL
2014-07-18	435.943794021109	EL
2014-07-19	339.19732629939	EL
2014-07-20	421.166583171567	EL
2014-07-21	495.105828487119	EL
2014-07-22	108.112195438052	EL
2014-07-23	252.129632442418	EL
2014-07-30	791.395222611881	EL
2014-07-31	471.402833118353	EL
2014-08-01	431.881970225637	EL
2014-08-02	463.347683018086	EL
2014-08-03	451.803267113697	EL
2014-08-04	275.25204185795	EL
2014-08-05	406.204586015763	EL
2014-08-06	496.226125241581	EL
2014-08-07	476.857046466154	EL
2014-08-08	495.365263818775	EL
2014-08-09	493.382964816724	EL
2014-08-10	494.034665753699	EL
2014-08-11	43.1789074082004	EL
2014-08-12	0.731900958872705	EL
2014-08-20	129.981066859067	EL
2014-08-21	60.9127796771151	EL
2014-08-22	95.0448217688076	EL
2014-08-23	181.794302528121	EL
2014-08-24	308.450367033737	EL
2014-08-25	393.151070368487	EL
2014-08-26	325.889304286249	EL
2014-08-27	293.338483244791	EL
2014-08-28	265.684300324408	EL
2014-08-29	53.3145010686306	EL
2014-08-30	29.8300214784737	EL
2014-08-31	140.66042778285	EL
2014-09-01	103.345401642251	EL
2014-09-02	249.685169606327	EL
2014-09-03	124.403920873543	EL
2014-09-04	50.2911575171259	EL
2014-09-05	41.828534856	EL
2014-09-06	191.20709087302	EL
2014-09-07	135.77243771591	EL
2014-09-08	81.6371025391717	EL
2014-09-09	86.2292287244683	EL
2014-09-10	10.9071100827084	EL
2014-09-11	54.03891880111	EL
2014-09-12	23.5945540161463	EL
2014-09-13	57.403884577393	EL
2014-09-14	44.1141470269717	EL
2014-09-15	58.4838348262709	EL
2014-09-16	77.059250958536	EL
2014-09-17	77.0735925219624	EL
2014-09-18	41.7061043949903	EL
2014-09-19	37.5756064487896	EL
2014-09-20	43.1009334426852	EL
2014-09-21	46.469389463881	EL
2014-09-22	81.2648377329697	EL
2014-09-23	308.324483081192	EL
2014-09-24	183.74843708325	EL
2014-09-25	94.5194925932279	EL
2014-09-26	0.310431643527108	EL
2013-05-22	187.052491086917	WL
2013-05-23	515.630520238757	WL
2013-05-24	590.45056190527	WL
2013-05-25	579.990779027906	WL
2013-05-26	598.930573057231	WL
2013-05-27	491.593154484901	WL
2013-05-28	207.007583159592	WL
2013-05-29	500.792577332301	WL
2013-05-30	416.065879001134	WL
2013-05-31	509.965486057277	WL
2013-06-01	204.352588882717	WL
2013-06-02	487.329967062419	WL
2013-06-03	619.305174819141	WL
2013-06-04	249.015016931432	WL
2013-06-05	49.6937178580564	WL
2013-06-06	106.840215266029	WL
2013-06-07	379.121148771572	WL
2013-06-08	465.623178378615	WL
2013-06-09	218.846096408363	WL
2013-06-10	445.124126343794	WL
2013-06-11	550.640959297316	WL
2013-06-12	580.957796841843	WL
2013-06-13	524.759716177601	WL
2013-06-14	597.619503627798	WL
2013-06-15	140.748922322447	WL
2013-06-16	501.399989412993	WL
2013-06-17	452.512366107402	WL
2013-06-18	651.79320569681	WL
2013-06-19	565.78091494277	WL
2013-06-20	228.563343595945	WL
2013-06-21	118.08265981769	WL
2013-06-22	222.822426486307	WL
2013-06-23	509.740828636168	WL
2013-06-24	593.832499774369	WL
2013-06-25	615.473806345054	WL
2013-06-26	394.097866410704	WL
2013-06-27	386.083063631563	WL
2013-06-28	248.295566909987	WL
2013-06-29	379.341496818249	WL
2013-06-30	631.719660238877	WL
2013-07-01	643.430260375206	WL
2013-07-02	615.916469887089	WL
2013-07-03	649.66988927414	WL
2013-07-04	570.014006323715	WL
2013-07-05	594.786143081639	WL
2013-07-06	521.528681597607	WL
2013-07-07	423.175223305469	WL
2013-07-08	556.004491914305	WL
2013-07-09	176.887618418176	WL
2013-07-10	384.568486795521	WL
2013-07-11	627.405808837647	WL
2013-07-12	600.708825291927	WL
2013-07-13	531.438134685074	WL
2013-07-14	531.735550724355	WL
2013-07-15	556.355284240919	WL
2013-07-16	540.568445987128	WL
2013-07-17	561.545611961344	WL
2013-07-18	514.046753892369	WL
2013-07-19	532.952988288465	WL
2013-07-20	626.655489704861	WL
2013-07-21	516.292241666497	WL
2013-07-22	314.461752415388	WL
2013-07-23	485.890160122208	WL
2013-07-24	320.157767476045	WL
2013-07-25	389.626435241311	WL
2013-07-26	198.204115716696	WL
2013-07-27	84.4187705237603	WL
2013-07-28	36.6381136473343	WL
2013-07-29	451.352156542413	WL
2013-07-30	232.058810674999	WL
2013-07-31	345.561249614102	WL
2013-08-01	514.168652330917	WL
2013-08-02	549.050529787335	WL
2013-08-03	519.461873297499	WL
2013-08-04	461.742326409716	WL
2013-08-05	71.8998690338646	WL
2013-08-06	482.249083462476	WL
2013-08-07	393.436877524682	WL
2013-08-08	249.14864095676	WL
2013-08-09	438.69696435526	WL
2013-08-10	441.614438725286	WL
2013-08-11	334.459340275261	WL
2013-08-12	462.385242805226	WL
2013-08-13	355.910389408052	WL
2013-08-14	404.668893257458	WL
2013-08-15	490.078133382789	WL
2013-08-16	508.571953741569	WL
2013-08-17	538.82555312317	WL
2013-08-18	474.852677551818	WL
2013-08-19	431.968391709299	WL
2013-08-20	425.275379035609	WL
2013-08-21	318.560724972935	WL
2013-08-22	530.700384087745	WL
2013-08-23	511.909637140017	WL
2013-08-24	403.389818879017	WL
2013-08-25	471.769844045066	WL
2013-08-26	362.209387516939	WL
2013-08-27	256.85559942882	WL
2013-08-28	454.370711448647	WL
2013-08-29	231.460588819736	WL
2013-08-30	301.072578072563	WL
2013-08-31	445.399046472577	WL
2013-09-01	99.6833446548586	WL
2013-09-02	68.8018869465199	WL
2013-09-03	481.851236054491	WL
2013-09-04	420.793124121109	WL
2013-09-05	476.148259841133	WL
2013-09-06	250.093272249399	WL
2013-09-07	293.89574290436	WL
2013-09-08	343.00069235116	WL
2013-09-09	67.8011441699357	WL
2013-09-10	227.163148248553	WL
2013-09-11	377.508527633786	WL
2013-09-12	88.2458218547048	WL
2013-09-13	292.379700000501	WL
2013-09-14	1.41452512386617	WL
2014-05-09	96.234723524482	WL
2014-05-10	514.743204627582	WL
2014-05-11	371.210315581497	WL
2014-05-12	100.351869651938	WL
2014-05-13	222.819958151194	WL
2014-05-14	288.532622184221	WL
2014-05-15	123.893354007125	WL
2014-05-16	121.959663638724	WL
2014-05-17	185.408018341888	WL
2014-05-18	294.245089324845	WL
2014-05-19	115.581262884432	WL
2014-05-20	189.528299066369	WL
2014-05-21	213.984249664219	WL
2014-05-22	285.847660278144	WL
2014-05-23	551.498869503287	WL
2014-05-24	564.371218028558	WL
2014-05-25	599.822473619833	WL
2014-05-26	407.490138117791	WL
2014-05-27	410.796981640351	WL
2014-05-28	607.486736204182	WL
2014-05-29	636.846341010201	WL
2014-05-30	632.679411385767	WL
2014-05-31	554.310602276674	WL
2014-06-01	297.102220456478	WL
2014-06-02	251.989388229446	WL
2014-06-03	204.772399246971	WL
2014-06-04	598.886113784185	WL
2014-06-05	524.507797571951	WL
2014-06-06	496.57672006958	WL
2014-06-07	97.5729664720153	WL
2014-06-08	565.163753716631	WL
2014-06-09	236.443020885956	WL
2014-06-10	546.270307606731	WL
2014-06-11	528.279122297985	WL
2014-06-12	122.91982282644	WL
2014-06-13	476.237750234694	WL
2014-06-14	128.198968114564	WL
2014-06-15	121.250422862619	WL
2014-06-16	449.888648407879	WL
2014-06-17	632.267896545286	WL
2014-06-18	295.729794951499	WL
2014-06-19	380.170328950089	WL
2014-06-20	78.921832089122	WL
2014-06-21	136.606775254971	WL
2014-06-22	493.64496415572	WL
2014-06-23	456.471258841122	WL
2014-06-24	336.261364350638	WL
2014-06-25	164.925791594485	WL
2014-06-26	355.961633350408	WL
2014-06-27	320.439863392357	WL
2014-06-28	455.833066997574	WL
2014-06-29	326.518050678877	WL
2014-06-30	273.941427257862	WL
2014-07-01	115.900017419116	WL
2014-07-02	329.284815970215	WL
2014-07-03	360.436940276829	WL
2014-07-04	434.756590084005	WL
2014-07-05	312.089456603144	WL
2014-07-06	127.586950323913	WL
2014-07-07	508.395695352492	WL
2014-07-08	70.741041376502	WL
2014-07-09	236.764989894046	WL
2014-07-10	275.589255952453	WL
2014-07-11	102.158383064047	WL
2014-07-12	151.91818232323	WL
2014-07-13	277.520066647982	WL
2014-07-14	101.525304702346	WL
2014-07-15	138.02952682788	WL
2014-07-16	178.285873707038	WL
2014-07-17	346.764808193491	WL
2014-07-18	349.259504807085	WL
2014-07-19	229.257919829542	WL
2014-07-20	315.445244296816	WL
2014-07-21	471.224455785235	WL
2014-07-22	213.273640877198	WL
2014-07-23	282.174851579178	WL
2014-07-30	204.458563938883	WL
2014-07-31	346.662527746063	WL
2014-08-01	269.401612360663	WL
2014-08-02	282.540590673983	WL
2014-08-03	409.497817045277	WL
2014-08-04	157.786477266364	WL
2014-08-05	175.22218659469	WL
2014-08-06	277.03750139857	WL
2014-08-07	328.774926841607	WL
2014-08-08	405.693622029978	WL
2014-08-09	425.84914290085	WL
2014-08-10	423.654006976808	WL
2014-08-11	25.6825299323859	WL
2014-08-12	182.499629399244	WL
2014-08-20	50.4812113220415	WL
2014-08-21	53.3874868980035	WL
2014-08-22	40.8688896505207	WL
2014-08-23	124.946792825807	WL
2014-08-24	269.086167603313	WL
2014-08-25	349.387911776646	WL
2014-08-26	238.105216136268	WL
2014-08-27	171.656306648033	WL
2014-08-28	181.078117978124	WL
2014-08-29	36.0875674300394	WL
2014-08-30	25.5091331431855	WL
2014-08-31	116.25713015323	WL
2014-09-01	73.6285503981263	WL
2014-09-02	126.085347975764	WL
2014-09-03	113.624980523326	WL
2014-09-04	35.0458706605012	WL
2014-09-05	43.2292961656365	WL
2014-09-06	120.767841634934	WL
2014-09-07	117.98243473142	WL
2014-09-08	75.5012868852041	WL
2014-09-09	85.3629041837134	WL
2014-09-10	11.4519434644277	WL
2014-09-11	56.8295576761335	WL
2014-09-12	28.3046173702955	WL
2014-09-13	90.8251354184289	WL
2014-09-14	68.1011831946712	WL
2014-09-15	164.505696034137	WL
2014-09-16	264.40764223585	WL
2014-09-17	157.632532512747	WL
2014-09-18	75.3552070552046	WL
2014-09-19	48.7518624438542	WL
2014-09-20	87.8081726910841	WL
2014-09-21	54.8984324655068	WL
2014-09-22	180.643765559294	WL
2014-09-23	210.868124826557	WL
2014-09-24	148.123267469937	WL
2014-09-25	159.728499681537	WL
2014-09-26	0.544283448030417	WL
